source,external_product_code,product_name,category_name,sale_date,quantity
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-10,49
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-10,14
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-10,14
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-10,20
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-10,14
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-10,21
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-10,16
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-10,11
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-10,16
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-10,15
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-10,21
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-10,36
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-10,33
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-10,34
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-10,47
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-10,26
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-10,33
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-10,35
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-10,16
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-10,23
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-10,12
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-10,10
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-10,6
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-10,31
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-10,21
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-10,9
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-11,42
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-11,32
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-11,25
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-11,39
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-11,19
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-11,165
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-11,92
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-11,104
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-11,59
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-11,49
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-11,105
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-11,31
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-11,27
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-11,50
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-11,46
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-11,108
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-11,76
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-11,32
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-11,50
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-11,42
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-11,21
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-11,37
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-11,33
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-11,20
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-11,43
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-11,14
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-11,22
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-11,24
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-11,11
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-11,17
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-11,14
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-11,9
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-11,17
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-11,14
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-11,21
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-11,30
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-11,35
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-11,32
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-11,32
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-11,19
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-11,24
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-11,48
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-11,21
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-11,25
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-11,12
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-11,11
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-11,10
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-11,36
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-11,25
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-11,12
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-12,34
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-12,42
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-12,31
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-12,33
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-12,16
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-12,167
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-12,89
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-12,91
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-12,70
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-12,64
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-12,100
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-12,25
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-12,26
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-12,38
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-12,47
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-12,113
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-12,79
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-12,45
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-12,58
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-12,40
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-12,28
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-12,31
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-12,32
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-12,22
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-12,30
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-12,14
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-12,14
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-12,30
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-12,14
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-12,23
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-12,13
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-12,8
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-12,19
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-12,15
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-12,17
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-12,35
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-12,22
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-12,36
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-12,45
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-12,20
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-12,30
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-12,46
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-12,16
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-12,31
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-12,14
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-12,10
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-12,8
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-12,39
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-12,17
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-12,9
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-13,56
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-13,41
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-13,27
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-13,32
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-13,15
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-13,135
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-13,102
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-13,98
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-13,62
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-13,45
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-13,66
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-13,30
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-13,22
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-13,55
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-13,46
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-13,75
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-13,76
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-13,46
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-13,47
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-13,39
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-13,30
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-13,31
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-13,28
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-13,25
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-13,46
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-13,13
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-13,14
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-13,24
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-13,12
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-13,20
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-13,16
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-13,11
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-13,20
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-13,10
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-13,21
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-13,32
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-13,33
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-13,28
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-13,34
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-13,24
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-13,29
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-13,40
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-13,16
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-13,32
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-13,15
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-13,14
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-13,8
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-13,27
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-13,25
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-13,12
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-14,69
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-14,58
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-14,41
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-14,33
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-14,22
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-14,167
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-14,131
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-14,91
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-14,84
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-14,81
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-14,93
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-14,41
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-14,32
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-14,55
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-14,60
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-14,148
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-14,113
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-14,58
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-14,57
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-14,54
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-14,39
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-14,39
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-14,36
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-14,31
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-14,39
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-14,20
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-14,23
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-14,37
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-14,12
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-14,31
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-14,14
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-14,11
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-14,21
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-14,16
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-14,24
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-14,35
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-14,42
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-14,35
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-14,52
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-14,33
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-14,36
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-14,59
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-14,23
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-14,40
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-14,16
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-14,17
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-14,9
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-14,41
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-14,27
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-14,11
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-15,72
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-15,75
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-15,39
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-15,55
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-15,39
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-15,341
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-15,152
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-15,140
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-15,110
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-15,111
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-15,176
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-15,60
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-15,43
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-15,66
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-15,80
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-15,183
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-15,163
